"","ensembl_gene_id","hgnc_symbol"
"54057","ENSG00000266104","MIR4326"
"54058","ENSG00000266133","MIR4759"
"54059","ENSG00000266140","MIR4533"
"54060","ENSG00000266151","MIR3646"
"54061","ENSG00000266195","RN7SL163P"
"54062","ENSG00000266204","MIR5589"
"54063","ENSG00000266211","MIR3156-3"
"54064","ENSG00000266226","MIR4323"
"54065","ENSG00000266248",""
"54066","ENSG00000266299","MIR3118-1"
"54067","ENSG00000266463","MIR3196"
"54068","ENSG00000266559","MIR4530"
"54069","ENSG00000266640","MIR4754"
"54070","ENSG00000266666","MIR4325"
"54071","ENSG00000266720","RN7SL14P"
"54072","ENSG00000266721","MIR5695"
"54073","ENSG00000266761","MIR3194"
"54074","ENSG00000266770","RN7SL619P"
"54075","ENSG00000266893",""
"54076","ENSG00000266897",""
"54077","ENSG00000266899","AKR1B1P7"
"54078","ENSG00000266903","CEACAM16-AS1"
"54079","ENSG00000266904","LINC00663"
"54080","ENSG00000266906",""
"54081","ENSG00000266907",""
"54082","ENSG00000266908",""
"54083","ENSG00000266910",""
"54084","ENSG00000266913","LINC01841"
"54085","ENSG00000266916","ZNF793-AS1"
"54086","ENSG00000266921","ZNF230-DT"
"54087","ENSG00000266922",""
"54088","ENSG00000266928",""
"54089","ENSG00000266932",""
"54090","ENSG00000266936",""
"54091","ENSG00000266950",""
"54092","ENSG00000266951",""
"54093","ENSG00000266953",""
"54094","ENSG00000266963",""
"54095","ENSG00000266964","FXYD1"
"54096","ENSG00000266973",""
"54097","ENSG00000266975","FARSA-AS1"
"54098","ENSG00000266976",""
"54099","ENSG00000266977",""
"54100","ENSG00000266978","LIMASI"
"54101","ENSG00000266985",""
"54102","ENSG00000267004",""
"54103","ENSG00000267005",""
"54104","ENSG00000267006",""
"54105","ENSG00000267014","LINC01532"
"54106","ENSG00000267019","NTF6A"
"54107","ENSG00000267022",""
"54108","ENSG00000267024",""
"54109","ENSG00000267027",""
"54110","ENSG00000267033",""
"54111","ENSG00000267041","ZNF850"
"54112","ENSG00000267044",""
"54113","ENSG00000267049",""
"54114","ENSG00000267053",""
"54115","ENSG00000267054",""
"54116","ENSG00000267056",""
"54117","ENSG00000267058",""
"54118","ENSG00000267062",""
"54119","ENSG00000267081",""
"54120","ENSG00000267082","DOCK6-AS1"
"54121","ENSG00000267089",""
"54122","ENSG00000267090",""
"54123","ENSG00000267091","CTBP2P7"
"54124","ENSG00000267096",""
"54125","ENSG00000267099","NTF6G"
"54126","ENSG00000267100","ILF3-DT"
"54127","ENSG00000267105",""
"54128","ENSG00000267106","ZNF561-AS1"
"54129","ENSG00000267107","PCAT19"
"54130","ENSG00000267110",""
"54131","ENSG00000267113",""
"54132","ENSG00000267114",""
"54133","ENSG00000267115",""
"54134","ENSG00000267117",""
"54135","ENSG00000267119","RPL10P15"
"54136","ENSG00000267120",""
"54137","ENSG00000267130",""
"54138","ENSG00000267133",""
"54139","ENSG00000267135",""
"54140","ENSG00000267142",""
"54141","ENSG00000267144","ZNF222-DT"
"54142","ENSG00000267145",""
"54143","ENSG00000267147","LINC01842"
"54144","ENSG00000267149",""
"54145","ENSG00000267152",""
"54146","ENSG00000267154","OR1M4P"
"54147","ENSG00000267169","ADGRL1-AS1"
"54148","ENSG00000267173",""
"54149","ENSG00000267174",""
"54150","ENSG00000267178","PHF5AP1"
"54151","ENSG00000267179",""
"54152","ENSG00000267188",""
"54153","ENSG00000267190","TYMSP2"
"54154","ENSG00000267191","ZNF45-AS1"
"54155","ENSG00000267192",""
"54156","ENSG00000267197",""
"54157","ENSG00000267204","LINC01782"
"54158","ENSG00000267212",""
"54159","ENSG00000267213","DPY19L3-DT"
"54160","ENSG00000267216","ZNF8-ERVK3-1"
"54161","ENSG00000267218",""
"54162","ENSG00000267219",""
"54163","ENSG00000267220",""
"54164","ENSG00000267223",""
"54165","ENSG00000267224",""
"54166","ENSG00000267234",""
"54167","ENSG00000267235","ZNF861P"
"54168","ENSG00000267238",""
"54169","ENSG00000267240",""
"54170","ENSG00000267241","CYP4F10P"
"54171","ENSG00000267243",""
"54172","ENSG00000267245",""
"54173","ENSG00000267254","ZNF790-AS1"
"54174","ENSG00000267258","PPIAP58"
"54175","ENSG00000267260",""
"54176","ENSG00000267264",""
"54177","ENSG00000267265","GP6-AS1"
"54178","ENSG00000267273",""
"54179","ENSG00000267274",""
"54180","ENSG00000267275","KLF2-DT"
"54181","ENSG00000267277",""
"54182","ENSG00000267282",""
"54183","ENSG00000267289","PIN1-DT"
"54184","ENSG00000267291","MAP4K1-AS1"
"54185","ENSG00000267296","CEBPA-DT"
"54186","ENSG00000267298",""
"54187","ENSG00000267303",""
"54188","ENSG00000267308","UCA1-AS1"
"54189","ENSG00000267309","ZNF566-AS1"
"54190","ENSG00000267319","SELENOKP1"
"54191","ENSG00000267320",""
"54192","ENSG00000267323","SLC25A1P5"
"54193","ENSG00000267328",""
"54194","ENSG00000267332","BOLA3P2"
"54195","ENSG00000267335",""
"54196","ENSG00000267339","LINC00906"
"54197","ENSG00000267343","ZNF833P"
"54198","ENSG00000267345",""
"54199","ENSG00000267346","EIF5AP3"
"54200","ENSG00000267348","GEMIN7-AS1"
"54201","ENSG00000267353",""
"54202","ENSG00000267360",""
"54203","ENSG00000267363",""
"54204","ENSG00000267370",""
"54205","ENSG00000267373",""
"54206","ENSG00000267375",""
"54207","ENSG00000267378",""
"54208","ENSG00000267379",""
"54209","ENSG00000267383",""
"54210","ENSG00000267387",""
"54211","ENSG00000267388",""
"54212","ENSG00000267389",""
"54213","ENSG00000267392","CYP4F9P"
"54214","ENSG00000267395","DM1-AS"
"54215","ENSG00000267406",""
"54216","ENSG00000267407","LINC02841"
"54217","ENSG00000267417",""
"54218","ENSG00000267418","ELOCP29"
"54219","ENSG00000267419","ZNF56P"
"54220","ENSG00000267421","ZFP28-DT"
"54221","ENSG00000267422",""
"54222","ENSG00000267423",""
"54223","ENSG00000267424",""
"54224","ENSG00000267429",""
"54225","ENSG00000267433",""
"54226","ENSG00000267437",""
"54227","ENSG00000267439",""
"54228","ENSG00000267450","OR1AB1P"
"54229","ENSG00000267453","CLEC4OP"
"54230","ENSG00000267454","ZNF582-DT"
"54231","ENSG00000267458",""
"54232","ENSG00000267465","LINC03103"
"54233","ENSG00000267467","APOC4"
"54234","ENSG00000267470","ZNF571-AS1"
"54235","ENSG00000267474",""
"54236","ENSG00000267475","NUDT19-DT"
"54237","ENSG00000267477",""
"54238","ENSG00000267481",""
"54239","ENSG00000267489","LINC01837"
"54240","ENSG00000267490",""
"54241","ENSG00000267498","UQCRFS1-DT"
"54242","ENSG00000267500","ZNF887P"
"54243","ENSG00000267507",""
"54244","ENSG00000267508","ZNF285"
"54245","ENSG00000267509",""
"54246","ENSG00000267510",""
"54247","ENSG00000267512",""
"54248","ENSG00000267517","LINC01855"
"54249","ENSG00000267519","MIR23AHG"
"54250","ENSG00000267522","LINC01864"
"54251","ENSG00000267523",""
"54252","ENSG00000267534","S1PR2"
"54253","ENSG00000267537",""
"54254","ENSG00000267544","HIKESHIP2"
"54255","ENSG00000267549","ZSCAN5A-AS1"
"54256","ENSG00000267552",""
"54257","ENSG00000267555",""
"54258","ENSG00000267557",""
"54259","ENSG00000267565",""
"54260","ENSG00000267567",""
"54261","ENSG00000267574",""
"54262","ENSG00000267575","LINC02987"
"54263","ENSG00000267576",""
"54264","ENSG00000267577","DNAAF3-AS1"
"54265","ENSG00000267580",""
"54266","ENSG00000267581",""
"54267","ENSG00000267582",""
"54268","ENSG00000267590","NDUFA3P1"
"54269","ENSG00000267594","CYP4F24P"
"54270","ENSG00000267598",""
"54271","ENSG00000267599","LINC02959"
"54272","ENSG00000267605",""
"54273","ENSG00000267606",""
"54274","ENSG00000267607","ICAM4-AS1"
"54275","ENSG00000267609","SNX33P1"
"54276","ENSG00000267610",""
"54277","ENSG00000267611",""
"54278","ENSG00000267612",""
"54279","ENSG00000267614",""
"54280","ENSG00000267617",""
"54281","ENSG00000267623",""
"54282","ENSG00000267626","HAUS5-DT"
"54283","ENSG00000267629",""
"54284","ENSG00000267630",""
"54285","ENSG00000267631","CGB1"
"54286","ENSG00000267633",""
"54287","ENSG00000267636",""
"54288","ENSG00000267640",""
"54289","ENSG00000267641","BNIP3P16"
"54290","ENSG00000267646",""
"54291","ENSG00000267649",""
"54292","ENSG00000267650",""
"54293","ENSG00000267662","TSHZ3-AS1"
"54294","ENSG00000267670",""
"54295","ENSG00000267672",""
"54296","ENSG00000267673","FDX2"
"54297","ENSG00000267680","ZNF224"
"54298","ENSG00000267682",""
"54299","ENSG00000267683",""
"54300","ENSG00000267685","NTF6B"
"54301","ENSG00000267689",""
"54302","ENSG00000267692","TAF9P3"
"54303","ENSG00000267693",""
"54304","ENSG00000267696","ERVK-28"
"54305","ENSG00000267698",""
"54306","ENSG00000267703",""
"54307","ENSG00000267706",""
"54308","ENSG00000267710","EDDM13"
"54309","ENSG00000267714",""
"54310","ENSG00000267723",""
"54311","ENSG00000267725",""
"54312","ENSG00000267727",""
"54313","ENSG00000267735",""
"54314","ENSG00000267741","UBE2L4"
"54315","ENSG00000267748",""
"54316","ENSG00000267757","EML2-AS1"
"54317","ENSG00000267760",""
"54318","ENSG00000267767","LINC01801"
"54319","ENSG00000267768",""
"54320","ENSG00000267771",""
"54321","ENSG00000267775","OR7E16P"
"54322","ENSG00000267777","LINC01791"
"54323","ENSG00000267779","LINC01533"
"54324","ENSG00000267781","SLC25A36P1"
"54325","ENSG00000267783",""
"54326","ENSG00000267786",""
"54327","ENSG00000267791",""
"54328","ENSG00000267796","LIN37"
"54329","ENSG00000267799","MAN1A2P1"
"54330","ENSG00000267808",""
"54331","ENSG00000267809","NDUFV2P1"
"54332","ENSG00000267815",""
"54333","ENSG00000267827",""
"54334","ENSG00000267838",""
"54335","ENSG00000267855","NDUFA7"
"54336","ENSG00000267858","MZF1-AS1"
"54337","ENSG00000267871","ZNF460-AS1"
"54338","ENSG00000267872",""
"54339","ENSG00000267879",""
"54340","ENSG00000267881",""
"54341","ENSG00000267882",""
"54342","ENSG00000267886",""
"54343","ENSG00000267890",""
"54344","ENSG00000267892",""
"54345","ENSG00000267895",""
"54346","ENSG00000267898",""
"54347","ENSG00000267904",""
"54348","ENSG00000267905","VSIG10L-AS1"
"54349","ENSG00000267908","ZSCAN5DP"
"54350","ENSG00000267920","SNX6P1"
"54351","ENSG00000267922",""
"54352","ENSG00000267924",""
"54353","ENSG00000267927",""
"54354","ENSG00000267934",""
"54355","ENSG00000267939",""
"54356","ENSG00000267943",""
"54357","ENSG00000267959","MIR3188"
"54358","ENSG00000267961","OR10B1P"
"54359","ENSG00000267968",""
"54360","ENSG00000267984",""
"54361","ENSG00000267986",""
"54362","ENSG00000267990",""
"54363","ENSG00000267992",""
"54364","ENSG00000268001","CARD8-AS1"
"54365","ENSG00000268006","PTOV1-AS1"
"54366","ENSG00000268015",""
"54367","ENSG00000268027",""
"54368","ENSG00000268030",""
"54369","ENSG00000268034","TPM3P5"
"54370","ENSG00000268038","LINC01785"
"54371","ENSG00000268041","ERFL"
"54372","ENSG00000268047",""
"54373","ENSG00000268049",""
"54374","ENSG00000268051",""
"54375","ENSG00000268053",""
"54376","ENSG00000268055",""
"54377","ENSG00000268056",""
"54378","ENSG00000268058","BNIP3P40"
"54379","ENSG00000268061","NAPA-AS1"
"54380","ENSG00000268067","OR5AH1P"
"54381","ENSG00000268070",""
"54382","ENSG00000268079","BNIP3P30"
"54383","ENSG00000268081",""
"54384","ENSG00000268083",""
"54385","ENSG00000268087",""
"54386","ENSG00000268088",""
"54387","ENSG00000268093",""
"54388","ENSG00000268095","ZNF649-AS1"
"54389","ENSG00000268100","ZNF725P"
"54390","ENSG00000268101","CYP2G2P"
"54391","ENSG00000268105",""
"54392","ENSG00000268107",""
"54393","ENSG00000268108",""
"54394","ENSG00000268112",""
"54395","ENSG00000268116",""
"54396","ENSG00000268117","VN1R84P"
"54397","ENSG00000268119",""
"54398","ENSG00000268120",""
"54399","ENSG00000268133",""
"54400","ENSG00000268140","PCGF7P"
"54401","ENSG00000268144","NIFKP6"
"54402","ENSG00000268148","VN1R91P"
"54403","ENSG00000268149",""
"54404","ENSG00000268153",""
"54405","ENSG00000268157",""
"54406","ENSG00000268163",""
"54407","ENSG00000268173",""
"54408","ENSG00000268174","BNIP3P22"
"54409","ENSG00000268182","SMIM17"
"54410","ENSG00000268184",""
"54411","ENSG00000268186","ZNF114-AS1"
"54412","ENSG00000268189",""
"54413","ENSG00000268193",""
"54414","ENSG00000268199",""
"54415","ENSG00000268201",""
"54416","ENSG00000268205",""
"54417","ENSG00000268222","EEF1A1P7"
"54418","ENSG00000268230",""
"54419","ENSG00000268231",""
"54420","ENSG00000268238","IGFL1P2"
"54421","ENSG00000268240",""
"54422","ENSG00000268243","RPS29P30"
"54423","ENSG00000268266","PKMYT1AR"
"54424","ENSG00000268267","SIGLEC29P"
"54425","ENSG00000268272","VN1R78P"
"54426","ENSG00000268278",""
"54427","ENSG00000268282","ARPC1AP2"
"54428","ENSG00000268287",""
"54429","ENSG00000268289",""
"54430","ENSG00000268293",""
"54431","ENSG00000268296",""
"54432","ENSG00000268297","CLEC4GP1"
"54433","ENSG00000268307","LINC02560"
"54434","ENSG00000268309",""
"54435","ENSG00000268316",""
"54436","ENSG00000268318","LINC01872"
"54437","ENSG00000268322","BNIP3P25"
"54438","ENSG00000268326",""
"54439","ENSG00000268333",""
"54440","ENSG00000268335","BNIP3P23"
"54441","ENSG00000268336","SIGLEC20P"
"54442","ENSG00000268355",""
"54443","ENSG00000268357","VN1R81P"
"54444","ENSG00000268361",""
"54445","ENSG00000268362",""
"54446","ENSG00000268366","SERTAD3-AS1"
"54447","ENSG00000268375",""
"54448","ENSG00000268379",""
"54449","ENSG00000268390",""
"54450","ENSG00000268392",""
"54451","ENSG00000268401",""
"54452","ENSG00000268407",""
"54453","ENSG00000268416",""
"54454","ENSG00000268433","MTDHP3"
"54455","ENSG00000268434",""
"54456","ENSG00000268438","BNIP3P27"
"54457","ENSG00000268442",""
"54458","ENSG00000268455",""
"54459","ENSG00000268458",""
"54460","ENSG00000268460",""
"54461","ENSG00000268461",""
"54462","ENSG00000268465",""
"54463","ENSG00000268469","BNIP3P38"
"54464","ENSG00000268475",""
"54465","ENSG00000268480","NFILZ"
"54466","ENSG00000268483","RPL7AP69"
"54467","ENSG00000268496",""
"54468","ENSG00000268499",""
"54469","ENSG00000268500","SIGLEC5"
"54470","ENSG00000268510","IFNL3P1"
"54471","ENSG00000268516","ZNF8-DT"
"54472","ENSG00000268518","MYREM"
"54473","ENSG00000268520",""
"54474","ENSG00000268521","VN1R83P"
"54475","ENSG00000268529","CYP2T3P"
"54476","ENSG00000268530",""
"54477","ENSG00000268533",""
"54478","ENSG00000268535","MTDHP4"
"54479","ENSG00000268541","VN1R88P"
"54480","ENSG00000268543",""
"54481","ENSG00000268545","VN1R107P"
"54482","ENSG00000268555",""
"54483","ENSG00000268560",""
"54484","ENSG00000268564","ILVBL-AS1"
"54485","ENSG00000268581","SIGLEC18P"
"54486","ENSG00000268582",""
"54487","ENSG00000268583",""
"54488","ENSG00000268589",""
"54489","ENSG00000268593",""
"54490","ENSG00000268595",""
"54491","ENSG00000268597",""
"54492","ENSG00000268598","VN1R80P"
"54493","ENSG00000268601",""
"54494","ENSG00000268605",""
"54495","ENSG00000268618",""
"54496","ENSG00000268620",""
"54497","ENSG00000268621","IGFL2-AS1"
"54498","ENSG00000268623",""
"54499","ENSG00000268628",""
"54500","ENSG00000268636",""
"54501","ENSG00000268643",""
"54502","ENSG00000268649",""
"54503","ENSG00000268650",""
"54504","ENSG00000268652",""
"54505","ENSG00000268654","MIMT1"
"54506","ENSG00000268655","SAXO3"
"54507","ENSG00000268658","LINC00664"
"54508","ENSG00000268660","LETM1P2"
"54509","ENSG00000268669",""
"54510","ENSG00000268673",""
"54511","ENSG00000268677",""
"54512","ENSG00000268678",""
"54513","ENSG00000268681","COX6CP7"
"54514","ENSG00000268683",""
"54515","ENSG00000268685",""
"54516","ENSG00000268686",""
"54517","ENSG00000268696","ZNF723"
"54518","ENSG00000268705","BNIP3P26"
"54519","ENSG00000268711",""
"54520","ENSG00000268713",""
"54521","ENSG00000268717","BNIP3P33"
"54522","ENSG00000268723",""
"54523","ENSG00000268729",""
"54524","ENSG00000268731",""
"54525","ENSG00000268734",""
"54526","ENSG00000268739",""
"54527","ENSG00000268743",""
"54528","ENSG00000268744",""
"54529","ENSG00000268746",""
"54530","ENSG00000268747",""
"54531","ENSG00000268750",""
"54532","ENSG00000268751","SCGB1B2P"
"54533","ENSG00000268756",""
"54534","ENSG00000268764",""
"54535","ENSG00000268777",""
"54536","ENSG00000268789","VN1R87P"
"54537","ENSG00000268790",""
"54538","ENSG00000268794","VN1R90P"
"54539","ENSG00000268797",""
"54540","ENSG00000268810",""
"54541","ENSG00000268823",""
"54542","ENSG00000268830","BNIP3P32"
"54543","ENSG00000268833",""
"54544","ENSG00000268834","OR7A1P"
"54545","ENSG00000268839",""
"54546","ENSG00000268842",""
"54547","ENSG00000268847","SIGLEC31P"
"54548","ENSG00000268849","SIGLEC22P"
"54549","ENSG00000268854",""
"54550","ENSG00000268858",""
"54551","ENSG00000268864",""
"54552","ENSG00000268866",""
"54553","ENSG00000268870",""
"54554","ENSG00000268879","IGFL1P1"
"54555","ENSG00000268884",""
"54556","ENSG00000268886",""
"54557","ENSG00000268889","LIM2-AS1"
"54558","ENSG00000268892",""
"54559","ENSG00000268895","A1BG-AS1"
"54560","ENSG00000268906",""
"54561","ENSG00000268908","VN1R92P"
"54562","ENSG00000268912",""
"54563","ENSG00000268922",""
"54564","ENSG00000268931",""
"54565","ENSG00000268938",""
"54566","ENSG00000268941","LINC01711"
"54567","ENSG00000268945",""
"54568","ENSG00000268947",""
"54569","ENSG00000268957",""
"54570","ENSG00000268964","ERVV-2"
"54571","ENSG00000268970",""
"54572","ENSG00000268975","MIA-RAB4B"
"54573","ENSG00000268981",""
"54574","ENSG00000268983","KXD1-AS1"
"54575","ENSG00000268985",""
"54576","ENSG00000268987",""
"54577","ENSG00000268992","CDC42EP3P1"
"54578","ENSG00000268995","VN1R82P"
"54579","ENSG00000268997","DNAJC19P3"
"54580","ENSG00000269001","ZNF818P"
"54581","ENSG00000269009","SLC6A21P"
"54582","ENSG00000269012","KRT18P40"
"54583","ENSG00000269014",""
"54584","ENSG00000269019","HOMER3-AS1"
"54585","ENSG00000269021","SIGLEC24P"
"54586","ENSG00000269025",""
"54587","ENSG00000269026",""
"54588","ENSG00000269032",""
"54589","ENSG00000269035",""
"54590","ENSG00000269037","LINC01838"
"54591","ENSG00000269040","BNIP3P24"
"54592","ENSG00000269043",""
"54593","ENSG00000269044",""
"54594","ENSG00000269050",""
"54595","ENSG00000269053",""
"54596","ENSG00000269054","ZNF497-AS1"
"54597","ENSG00000269055","BNIP3P18"
"54598","ENSG00000269058","CALR3"
"54599","ENSG00000269066",""
"54600","ENSG00000269067","ZNF728"
"54601","ENSG00000269069",""
"54602","ENSG00000269072",""
"54603","ENSG00000269082",""
"54604","ENSG00000269085",""
"54605","ENSG00000269086","LINC02965"
"54606","ENSG00000269091",""
"54607","ENSG00000269095",""
"54608","ENSG00000269097","TPRG1LP1"
"54609","ENSG00000269102",""
"54610","ENSG00000269103",""
"54611","ENSG00000269106",""
"54612","ENSG00000269107",""
"54613","ENSG00000269110",""
"54614","ENSG00000269118","FAM90A28P"
"54615","ENSG00000269119","HNRNPA1P52"
"54616","ENSG00000269124",""
"54617","ENSG00000269130",""
"54618","ENSG00000269136","BRI3BPP1"
"54619","ENSG00000269138","ZNF209P"
"54620","ENSG00000269139",""
"54621","ENSG00000269145","MAST3-AS1"
"54622","ENSG00000269148",""
"54623","ENSG00000269151",""
"54624","ENSG00000269153","LYPLA2P2"
"54625","ENSG00000269154","BNIP3P13"
"54626","ENSG00000269161",""
"54627","ENSG00000269172",""
"54628","ENSG00000269177",""
"54629","ENSG00000269179",""
"54630","ENSG00000269181",""
"54631","ENSG00000269188",""
"54632","ENSG00000269190","FBXO17"
"54633","ENSG00000269191",""
"54634","ENSG00000269194",""
"54635","ENSG00000269235","ZNF350-AS1"
"54636","ENSG00000269236",""
"54637","ENSG00000269237",""
"54638","ENSG00000269242",""
"54639","ENSG00000269243",""
"54640","ENSG00000269244","RPL23AP78"
"54641","ENSG00000269246",""
"54642","ENSG00000269253","SIGLEC21P"
"54643","ENSG00000269266","DNAJC19P2"
"54644","ENSG00000269271",""
"54645","ENSG00000269274",""
"54646","ENSG00000269275",""
"54647","ENSG00000269288",""
"54648","ENSG00000269289",""
"54649","ENSG00000269292",""
"54650","ENSG00000269296",""
"54651","ENSG00000269300",""
"54652","ENSG00000269303","GRAMD1A-AS1"
"54653","ENSG00000269304","FKBP1AP1"
"54654","ENSG00000269307",""
"54655","ENSG00000269316","RAD54L2P1"
"54656","ENSG00000269320","VN1R93P"
"54657","ENSG00000269321",""
"54658","ENSG00000269332","GOLGA2P9"
"54659","ENSG00000269343","ZNF587B"
"54660","ENSG00000269345","VN1R85P"
"54661","ENSG00000269349",""
"54662","ENSG00000269350",""
"54663","ENSG00000269352","PTOV1-AS2"
"54664","ENSG00000269353",""
"54665","ENSG00000269354",""
"54666","ENSG00000269364","LINC01233"
"54667","ENSG00000269373",""
"54668","ENSG00000269374",""
"54669","ENSG00000269378","ITGB1P1"
"54670","ENSG00000269386","RAB11B-AS1"
"54671","ENSG00000269388",""
"54672","ENSG00000269392",""
"54673","ENSG00000269397",""
"54674","ENSG00000269399",""
"54675","ENSG00000269400",""
"54676","ENSG00000269403",""
"54677","ENSG00000269404","SPIB"
"54678","ENSG00000269416","LINC01224"
"54679","ENSG00000269419",""
"54680","ENSG00000269420","PLA2G4C-AS1"
"54681","ENSG00000269421",""
"54682","ENSG00000269427",""
"54683","ENSG00000269431","BNIP3P8"
"54684","ENSG00000269439","PGLS-DT"
"54685","ENSG00000269445",""
"54686","ENSG00000269458",""
"54687","ENSG00000269460",""
"54688","ENSG00000269469",""
"54689","ENSG00000269471",""
"54690","ENSG00000269473","ZNF132-DT"
"54691","ENSG00000269476",""
"54692","ENSG00000269480",""
"54693","ENSG00000269481",""
"54694","ENSG00000269483",""
"54695","ENSG00000269486","ERVK9-11"
"54696","ENSG00000269487",""
"54697","ENSG00000269495",""
"54698","ENSG00000269504",""
"54699","ENSG00000269505","ZNF92P2"
"54700","ENSG00000269509","BNIP3P34"
"54701","ENSG00000269516","CYP4F23P"
"54702","ENSG00000269519",""
"54703","ENSG00000269524",""
"54704","ENSG00000269526","ERVV-1"
"54705","ENSG00000269533",""
"54706","ENSG00000269534",""
"54707","ENSG00000269535",""
"54708","ENSG00000269540",""
"54709","ENSG00000269543",""
"54710","ENSG00000269547",""
"54711","ENSG00000269552","OR7A8P"
"54712","ENSG00000269553",""
"54713","ENSG00000269560",""
"54714","ENSG00000269564",""
"54715","ENSG00000269565","GPR32P1"
"54716","ENSG00000269575","MTDHP5"
"54717","ENSG00000269576","HNRNPMP2"
"54718","ENSG00000269578",""
"54719","ENSG00000269580","SIGLEC27P"
"54720","ENSG00000269583",""
"54721","ENSG00000269584","CRIPTOP7"
"54722","ENSG00000269588",""
"54723","ENSG00000269590",""
"54724","ENSG00000269600",""
"54725","ENSG00000269608","OSTCP3"
"54726","ENSG00000269615","MTDHP2"
"54727","ENSG00000269635",""
"54728","ENSG00000269637","RPL12P41"
"54729","ENSG00000269646","ZNF888-AS1"
"54730","ENSG00000269651",""
"54731","ENSG00000269652",""
"54732","ENSG00000269653",""
"54733","ENSG00000269656","NOP53-AS1"
"54734","ENSG00000269662","BNIP3P39"
"54735","ENSG00000269678","OR7A18P"
"54736","ENSG00000269681",""
"54737","ENSG00000269688",""
"54738","ENSG00000269693",""
"54739","ENSG00000269694",""
"54740","ENSG00000269696","ZNF470-DT"
"54741","ENSG00000269699","ZIM2"
"54742","ENSG00000269706",""
"54743","ENSG00000269720","CCDC194"
"54744","ENSG00000269729",""
"54745","ENSG00000269736",""
"54746","ENSG00000269741",""
"54747","ENSG00000269742","BNIP3P29"
"54748","ENSG00000269745",""
"54749","ENSG00000269749",""
"54750","ENSG00000269752",""
"54751","ENSG00000269755",""
"54752","ENSG00000269758",""
"54753","ENSG00000269763","EXOSC3P2"
"54754","ENSG00000269765",""
"54755","ENSG00000269776","DPPA5P1"
"54756","ENSG00000269779",""
"54757","ENSG00000269782","MIR1470"
"54758","ENSG00000269786",""
"54759","ENSG00000269787","OR7A3P"
"54760","ENSG00000269792",""
"54761","ENSG00000269793","ZIM2-AS1"
"54762","ENSG00000269794",""
"54763","ENSG00000269796",""
"54764","ENSG00000269799",""
"54765","ENSG00000269800","PLEKHA3P1"
"54766","ENSG00000269806","BICRA-AS1"
"54767","ENSG00000269811","SCGB2B3P"
"54768","ENSG00000269813",""
"54769","ENSG00000269815",""
"54770","ENSG00000269825",""
"54771","ENSG00000269834","ZNF528-AS1"
"54772","ENSG00000269836",""
"54773","ENSG00000269837","IPO5P1"
"54774","ENSG00000269839",""
"54775","ENSG00000269842",""
"54776","ENSG00000269843",""
"54777","ENSG00000269845","CCNYL6"
"54778","ENSG00000269846",""
"54779","ENSG00000269855","RNF225"
"54780","ENSG00000269858","EGLN2"
"54781","ENSG00000269859","ZNF628-DT"
"54782","ENSG00000269867",""
"54783","ENSG00000269873",""
"54784","ENSG00000269877",""
"54785","ENSG00000269885","VN1R79P"
"54786","ENSG00000269931",""
"54787","ENSG00000269950",""
"54788","ENSG00000269959","SPACA6-AS1"
"54789","ENSG00000270001",""
"54790","ENSG00000270011","ZNF559-ZNF177"
"54791","ENSG00000270071",""
"54792","ENSG00000270116",""
"54793","ENSG00000270139",""
"54794","ENSG00000270164","LINC01480"
"54795","ENSG00000270191","BNIP3P31"
"54796","ENSG00000270212",""
"54797","ENSG00000270248",""
"54798","ENSG00000270270","BNIP3P10"
"54799","ENSG00000270279",""
"54800","ENSG00000270281",""
"54801","ENSG00000270293","DPPA3P8"
"54802","ENSG00000270299",""
"54803","ENSG00000270317",""
"54804","ENSG00000270325","BNIP3P9"
"54805","ENSG00000270347",""
"54806","ENSG00000270402",""
"54807","ENSG00000270411",""
"54808","ENSG00000270475",""
"54809","ENSG00000270479","BNIP3P37"
"54810","ENSG00000270518",""
"54811","ENSG00000270533",""
"54812","ENSG00000270614",""
"54813","ENSG00000270624",""
"54814","ENSG00000270652","DPRXP5"
"54815","ENSG00000270679",""
"54816","ENSG00000270716","BNIP3P15"
"54817","ENSG00000270760",""
"54818","ENSG00000270777",""
"54819","ENSG00000270790",""
"54820","ENSG00000270792",""
"54821","ENSG00000270793","LLPHP1"
"54822","ENSG00000270802",""
"54823","ENSG00000270804","UBE2CP5"
"54824","ENSG00000270835",""
"54825","ENSG00000270837","HNRNPDLP4"
"54826","ENSG00000270838",""
"54827","ENSG00000270849","CHCHD2P3"
"54828","ENSG00000270876","ZNF30-AS1"
"54829","ENSG00000270947",""
"54830","ENSG00000270951",""
"54831","ENSG00000271010",""
"54832","ENSG00000271032",""
"54833","ENSG00000271049",""
"54834","ENSG00000271095","BNIP3P28"
"54835","ENSG00000271109","LINC03049"
"54836","ENSG00000271149",""
"54837","ENSG00000271150",""
"54838","ENSG00000271171","LINC00904"
"54839","ENSG00000271182",""
"54840","ENSG00000271283",""
"54841","ENSG00000271298",""
"54842","ENSG00000271299",""
"54843","ENSG00000271303","SRXN1"
"54844","ENSG00000271366",""
"54845","ENSG00000271397",""
"54846","ENSG00000271426",""
"54847","ENSG00000271461","CKAP2LP1"
"54848","ENSG00000271486","NIPA2P3"
"54849","ENSG00000271499",""
"54850","ENSG00000271523",""
